position,mel,sim,sec
25000.0,0.488005313005313,0.1295348232848233,0.38245986370986373
35000.0,0.4891221991221991,0.12651247401247404,0.3843653268653269
45000.0,0.4891221991221991,0.12651247401247404,0.3843653268653269
55000.0,0.4785987170602555,0.12625637939403125,0.3951449035457132
65000.0,0.4511954261954262,0.11216863624758362,0.43663593755699026
75000.0,0.4912587412587412,0.08750247302878883,0.42123878571247
85000.0,0.49074074074074076,0.08152011660783591,0.4277391426514233
95000.0,0.4995752331278647,0.0857963226384279,0.41462844423370737
105000.0,0.5054396501764923,0.07591802328644434,0.41864232653706346
115000.0,0.5559902007270429,0.06250460987303091,0.3815051893999263
125000.0,0.5565433854907539,0.07221206168574591,0.3712445528235002
135000.0,0.5536647984016405,0.08429884000059439,0.3620363615977651
145000.0,0.5713345213345213,0.08542141042141041,0.3432440682440682
155000.0,0.5832236082236083,0.09039905289905288,0.32637733887733883
165000.0,0.5498683298683299,0.10847886347886349,0.3416528066528066
175000.0,0.5454435204435204,0.12208506583506584,0.33247141372141376
185000.0,0.5315315315315315,0.14504504504504503,0.32342342342342345
195000.0,0.5144065117749329,0.14067014382803858,0.3449233443970286
205000.0,0.5175438596491228,0.11888730836099258,0.36356883198988466
215000.0,0.5326885590043484,0.11450951626390221,0.35280192473174926
225000.0,0.49247450892187733,0.12243184480026582,0.38509364627785675
235000.0,0.49218714198471275,0.12067166824251843,0.38714118977276873
245000.0,0.4818258634048108,0.11312075785759995,0.40505337873758934
255000.0,0.466470772391825,0.12457257358573147,0.4089566540224435
265000.0,0.42965333754807444,0.1361822348664454,0.4341644275854802
275000.0,0.4874743164216848,0.12616563932353406,0.38636004425478115
285000.0,0.47368421052631576,0.07894736842105263,0.4473684210526316
295000.0,0.39473684210526316,0.18421052631578946,0.42105263157894735
305000.0,0.41722896986054875,0.15721997300944668,0.4255510571300045
315000.0,0.441345437398069,0.13126436152751944,0.4273902010744116
325000.0,0.4359863912495492,0.122214623530413,0.44179898522003785
335000.0,0.4607617232617233,0.132427949204265,0.40681032753401175
345000.0,0.46027439382702545,0.1263363312705418,0.4133892749024328
355000.0,0.47684454789717956,0.1212590673116989,0.40189638479112166
365000.0,0.4867941249520196,0.12666558982348458,0.38654028522449574
375000.0,0.47270955165692013,0.1570700254910781,0.3702204228520018
385000.0,0.4293701596333175,0.16060139086454878,0.41002844950213374
395000.0,0.47103682629998417,0.15365694642010433,0.3753062272799115
405000.0,0.4623220386378281,0.12922335290756343,0.40845460845460846
415000.0,0.48263025894604844,0.10705080441922547,0.4103189366347261
425000.0,0.5220460001161755,0.08954264656019041,0.388411353323634
435000.0,0.5220460001161755,0.08053363755118141,0.39742036233264305
445000.0,0.517857305686253,0.08018367557841241,0.4019590187353345
455000.0,0.5194925984399669,0.0899596096964518,0.3905477918635813
465000.0,0.5022427430322167,0.1152487941961626,0.38250846277162065
475000.0,0.48733201825307093,0.12509179219705535,0.3875761895498738
485000.0,0.4895842705053231,0.12900359874044084,0.38141213075423597
495000.0,0.47204931399010347,0.12348881016644174,0.4044618758434548
505000.0,0.4666079372219723,0.11867096516219323,0.4147210976158344
515000.0,0.47536362273204374,0.12635452591592944,0.39828185135202676
525000.0,0.47128982128982133,0.12631681184312762,0.40239336686705107
535000.0,0.47758053911900067,0.1338921761998685,0.3885272846811309
545000.0,0.4783100914679862,0.1442007797270955,0.3774891288049183
555000.0,0.48519389835179305,0.14475518028149603,0.37005092136671086
565000.0,0.4760583457951879,0.13663177347387873,0.3873098807309334
575000.0,0.4947996657510828,0.1300429594964008,0.3751573747525165
