position,mel,sim,sec
50000.0,-0.013793392329576541,-0.10259305991213885,0.11638645224171541
60000.0,0.005892956468614364,-0.10669157264552001,0.10079861617690565
70000.0,0.006661001320444048,-0.11005668683687259,0.10339568551642854
80000.0,0.004935744336329136,-0.11376081997427027,0.10882507563794114
90000.0,0.0101686144083805,-0.11089990687943904,0.10073129247105855
100000.0,0.013432905465069216,-0.11119796697282076,0.09776506150775158
110000.0,0.006104777080009288,-0.1210222427714688,0.1149174656914595
120000.0,0.006740767842741538,-0.12339466870716871,0.11665390086442719
130000.0,0.006033445726428194,-0.11883695999193075,0.11280351426550259
140000.0,0.010638486954276443,-0.12080812738707476,0.11016964043279834
150000.0,0.00390805785542629,-0.10763228435925805,0.10372422650383177
160000.0,-0.011848365137838808,-0.10233174180542604,0.11418010694326486
170000.0,-0.011287914577388248,-0.09593771041139465,0.1072256249887829
180000.0,-0.010279783053062394,-0.089722835573038,0.10000261862610041
190000.0,0.004042946148209318,-0.10329550197971252,0.0992525558315032
200000.0,0.029310570302473138,-0.10416236074130811,0.07485179043883497
210000.0,0.022954989402357826,-0.09476058620795462,0.07180559680559681
220000.0,0.023407928424375793,-0.10225533605467818,0.07884740763030237
230000.0,0.024913809975729482,-0.10049347394548634,0.07557966396975685
240000.0,0.02630881767394925,-0.0985664624644888,0.07225764479053953
250000.0,0.03592330262370748,-0.10616999746554402,0.07024669484183654
260000.0,0.03592330262370748,-0.10616999746554402,0.07024669484183654
270000.0,0.03175285999172638,-0.1058713260130264,0.07411846602130004
280000.0,0.028812350522876836,-0.10497299642036483,0.07616064589748801
290000.0,0.025896731362318404,-0.10251402913346232,0.07661729777114391
300000.0,-0.002948019648424511,-0.10043467634560752,0.10338269599403202
310000.0,0.0011908163223952647,-0.10204835402203824,0.10085753769964297
320000.0,0.00020262052425795167,-0.09933137140739481,0.09912875088313686
330000.0,-0.007989011278484972,-0.10948801365468032,0.1174770249331653
340000.0,-0.007989011278484972,-0.10948801365468032,0.1174770249331653
350000.0,-0.010763673592620964,-0.10452120896199843,0.11528488255461941
360000.0,-0.013224692303639674,-0.11195450511239984,0.12517919741603953
370000.0,-0.014356593435540804,-0.10985952551742026,0.12421611895296106
380000.0,-0.021829758233267004,-0.10094526881807582,0.12277502705134286
390000.0,-0.021660071002176266,-0.09827288248340879,0.11993295348558508
400000.0,-0.017715683606371865,-0.10352761668551141,0.1212433002918833
410000.0,-0.017715683606371865,-0.10352761668551141,0.1212433002918833
420000.0,-0.009593108628196343,-0.10374542558753085,0.1133385342157272
